name,Location,Website,Founded,Employees,Industries,Business.model,Funding.state,description,SDG_01,SDG_02,SDG_03,SDG_04,SDG_05,SDG_06,SDG_07,SDG_08,SDG_09,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
Nextfood,Denmark,nextfood.co,2017,1-10,"Energy & Greentech, IT & Software, SaaS, Food & Beverage, Science & Engineering, IoT",B2B,Series A,"At Nextfood, we are reshaping the plant-based food supply chain from farm to fork with large scale indoor farms combined with mini-farms in restaurants, catering, retail etc. Our computer controlled decentralised farm network grows deliciously fresh, locally produced, pesticide-free greens year-round to the benefit of flavour, health and climate. 1 m2 Nextfood farm corresponds to 200 m2 outdoor farm land and saves 98% water, more than 75% fertiliser and electrifies energy consumption. In turn addressing one of humanity’s greatest challenges: A sustainable high quality food supply for a rapidly growing urbanised population.
  Location DenmarkWebsite nextfood.coFounded 2017Employees 1-10Industries Energy & Greentech, IT & Software, SaaS, Food & Beverage, Science & Engineering, IoTBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
FuelVision,Denmark,fuelvision.io,2020,1-10,"Energy & Greentech, IT & Software, Maritime & Transport",B2B,Pre-seed,"FuelVision is a tech start-up engaged in revolutionizing the aviation industry and its environmental footprint.

In 2019 the total global fuel usage from Aviation summed to more than 360 billion litres and according to the European Commission, this figure is set to increase by more than 300% in 2050. New technologies do evolve, but development and certification only progress slowly, and current solutions are at least 10 years ahead of us.

Here at FuelVision, we want to protect our craft acting now!

We can help airlines to decarbonise by reducing fuel & emissions by up to 14%. 
Our mobile app shapes pilots’ behaviour, assisting them to become more efficient and making their job more fun. And it is built by pilots for pilots! 

We are 4 on the team & we are hiring. With our core team during the POC, we proved 300 tonnes of CO2 reduction with 2 aircraft per month. Now… imagine what we can do with a bigger team and hundreds of aircraft…! 


OUR CULTURE
What we care about

We are Curious - Eager to learn from everything.
We are Hard workers - We don’t leave for tomorrow what we can do today.
We are Resilient - We don’t stand back from a challenge.
We are a Crew - Collaborative, humble & transparent. We trust each other.
We are Fixers - We have a can-do attitude, we find solutions.
  Location DenmarkWebsite fuelvision.ioFounded 2020Employees 1-10Industries Energy & Greentech, IT & Software, Maritime & TransportBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
IPercept Technology,Sweden,ipercept.io,2019,1-10,Manufacturing,B2B,Pre-seed,"IPercept Technology introduces plug & play automation of diagnostics and condition monitoring of industrial machinery to increase control and transparency of factories. Our mission is to empower people in manufacturing companies to lead the acceleration of sustainable growth of equipment utilization. Our solution provides affordable and meaningful insights, which support manufacturing companies to make optimal decisions to reduce downtime and scrap rate.   Location SwedenWebsite ipercept.ioFounded 2019Employees 1-10Industries ManufacturingBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hafnium Labs,Denmark,hafniumlabs.com,2016,1-10,"Energy & Greentech, Healthcare & Life Science, IT & Software, SaaS",-,-,"We support chemicals, energy, and pharma companies by solving one of the biggest challenges in chemistry: Obtaining reliable physical properties fast

Advances in chemistry change the world: From the drugs that save our lives, to the crops and energy solutions that will save our tomorrow. The world spends $350 billion annually on chemical R&D and new process plants to create a brighter future.

But progress is limited by slow and expensive trial-and-error experimentation and legacy enterprise software, incapable of incorporating state-of-the-art research and compute power.

We want to change that. Using technologies such as quantum chemistry and probabilistic machine learning, we have developed a set of breakthrough digital tools that help energy, chemicals and pharma companies develop greener products and more sustainable processes.  Location DenmarkWebsite hafniumlabs.comFounded 2016Employees 1-10Industries Energy & Greentech, Healthcare & Life Science, IT & Software, SaaSBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rumett,Denmark,rumett.dk,2020,1-10,Energy & Greentech,"B2C, B2B",Pre-seed,"In Rumett we are developing a sustainable choice for fire protective internal board made from ash waste that is intended for suppliers and industrial manufacturers of building materials. Our concept is a light weighted fire retardant board that is also intended to improve internal ventilation. 
Rumett's vision is to give the market a more sustainable option for dry walls, as our product is more environmentally conscious and made of recyclable materials. By choosing our Ash board, we want our customers to know they're helping reduce landfill costs, pollution, and waste.

Our product is going through various test parameters that live up to DS standards; we are, for example, looking into the strength ( Tensile and compression) and uniformity of the product.

Our Ash used in the element is outsourced in Denmark from cafes that use coal briquettes made out of coconut husk; the coal is clean and has no toxic materials. Moreover, we have also received a sample from a facility in Denmark called "" Halo Sep,"" which is a process that cleans Ash coming from the burning facility "" Vestforbrænding"" in Glostrup. Vestforbrændingen produces around 15 tons of Ash every year. The estimated ash waste is 200-300 kg from the Cafees we have outsourced.

We are soon also planning to implement a demonstration proof of concept project with a social impact. The project location is in Lebanon, where refugees living in informal settlements are prone to increased fire outbreaks because their tented structure is made out of wood and plastic only due to authorities' regulations prohibiting them from using concrete in their tent.

The demonstration project is a pilot project where we would measure the impact of the ash board by designing various scalable parameters such as technical, social, and data measures. The project outcome will be reported, and upon results, a methodology will be set to optimize the product further. The project will work in parallel to implementing the element in the Danish market, where we have multiple stakeholders collaborating with us.

Various professional coaches currently support us on the project, such as "" KØBENHAVNS KOMMUNE -Teknik- on Miljøforvaltningen, ""where we won after pitching our idea for a customized mentor program to optimize and induce progress. Moreover, we have also been lucky to have won support from "" Bolig Kuben.""

Our team consists of three people; a Mechanical engineer specializing in materials, a construction architect, and a designer. Our group, composed of multiple skills, has enhanced our progress and the academic level of our studies and work, where we work simultaneously on the design, material properties, testing, and element installation. Moreover, we have a substantial project managerial skill set as the project manager has more than seven years of experience in project implementation and budget management.  Location DenmarkWebsite rumett.dkFounded 2020Employees 1-10Industries Energy & GreentechBusiness model B2C, B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Ascend XYZ,Denmark,ascendxyz.com,2015,1-10,IT & Software,-,-,"AscendXYZ is a successful software company with extensive aviation industry knowledge developing disruptive solutions for the aviation industry. 
Our solutions are built on top of data from satellites, aircraft (LiDAR), radar systems, and manually collected data. We take complex data sources and convert it into applicable, accessible, and actionable information used for airport safeguarding. We help airports and airlines avoid expensive and potentially dangerous bird strikes by revolutionising the way these are predicted. In other words – we make the sky safer by helping to prevent bird strikes in aviation. We have developed our existing solutions together with the European Space Agency.  Specifically, for wildlife monitoring we have developed a radar solution that records bird activity, makes real-time risk models, and creates activity predictions. For obstacle assessment and management we deliver 3D terrain models processed to identify obstacles posing a danger to flight procedures. 

We are an international team of experienced and highly-skilled entrepreneurs, developers, engineers, and data science experts working in close collaboration with aviation industry specialists to support safe uninterrupted aircraft operations.  Location DenmarkWebsite ascendxyz.comFounded 2015Employees 1-10Industries IT & SoftwareBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Blaris ApS,Denmark,blaris.com,2020,1-10,IoT,"B2C, B2B",Bootstrapping,"A new startup focusing on developing professional applications for handheld test and measurement instruments, to be used in the field or mobile work settings. The team has been in the space for some years, and has extensive knowledge of design, manufacturing, and integration of test equipment with software applications and cloud solutions. We want to increase the efficiency of the work that is being done with these tools, and to embed handheld tools with expert knowledge.   Location DenmarkWebsite blaris.comFounded 2020Employees 1-10Industries IoTBusiness model B2C, B2BFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Ziito.dk,Denmark,ziito.dk,2015,1-10,Fashion & Living,B2C,Series A,"Ziito.dk producer og sælger industrielle møbler, lavet i vandrør og svensk fyrretræ. Vores primærmarked er danmark, men vi har ligeledes webshops i Sverige, Tyskland, England og Holland. Firmaet blev stiftet i 2015, af tre brødre - Simon, Jonas og Daniel. Sidenheden er virksomheden vokset, så den i dag tæller 8 medarbejdere, som arbejder på kontor og lager i Fredericia. 
Du finder hele vores sortiment på www.ziito.dk - hvor du også kan finde mere information som virksomhedens historie og værdier.   Location DenmarkWebsite ziito.dkFounded 2015Employees 1-10Industries Fashion & LivingBusiness model B2CFunding state Series A",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Movit,Denmark,movit.dk,2020,1-10,Marketplace & eCommerce,Marketplace,Bootstrapping,"Movit develops and operates a removal service application which enables customers to submit a moving request within 10 min, that is send to vetted high quality moving companies via an innovative pricing mechanism. Via Movit you can book, pay and organize your move online easier than ever with a guaranteed fixed price.
  Location DenmarkWebsite movit.dkFounded 2020Employees 1-10Industries Marketplace & eCommerceBusiness model MarketplaceFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rejoose,Denmark,eoptimo.com,2017,1-10,"Energy & Greentech, SaaS",-,-,"Our mission is to help companiessave energy and reduce CO2 outlet.  Rejoose is a startup Saas business in the growing Greentech industry. Our mission is to help companies save energy and reduce CO2 outlet. The service is based on a proved concept and business as a offspring from eoptimo, providing energy saving analysis and energy management solutions mainly within the IT industry.  Location DenmarkWebsite eoptimo.comFounded 2017Employees 1-10Industries Energy & Greentech, SaaSBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Port-Safety,Denmark,port-safety.com,2017,1-10,Maritime & Transport,B2B,Seed,"Port-Safety was founded in 2017 with the aim of improving safety in ports and along quay walls globally. Traditional rescue ladders on ports are made of galvanized steel. They are corrosive and must be painted in order to remain visible. Port-Safety has developed an innovative rescue ladder, LifeLadder, which addresses two issues: Visibility and maintenance. Three years after launching LifeLadder in the market, we have sold to customers in 28 countries.
Member of Danish Maritime.  Location DenmarkWebsite port-safety.comFounded 2017Employees 1-10Industries Maritime & TransportBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
WE DO PLANTS,Denmark,wedoplants.dk,2019,1-10,"Education, Energy & Greentech, IT & Software, Service",-,-,"WE DO PLANTS is a  horticultural startup company specializing in large scale vertical-farming production and development. We provide the most delicious, nutritious and beautiful greens on the planet. While being 110% sustainable. The future is fueled by plants! If you want to know more, please get in touch or go visit our website. www.wedoplants.dk We would love to hear from you!  Location DenmarkWebsite wedoplants.dkFounded 2019Employees 1-10Industries Education, Energy & Greentech, IT & Software, ServiceBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
LinkAiders,Denmark,linkaiders.com,2015,1-10,"Consumer Goods, IT & Software",-,-,"LinkAiders is a Danish startup striving to optimize disaster communication by delivering timely and verified data to relief coordinators. We are the owners and drivers behind the project Reachi - an information management system that will function even when regular signal and power is unavailable. Reachi utilizes the existing capacity of trained volunteers to establish mesh networks. We cooperate with the Danish Red Cross and our technical partner Neocortec.  Location DenmarkWebsite linkaiders.comFounded 2015Employees 1-10Industries Consumer Goods, IT & SoftwareBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Avian Digital Forensics,Denmark,avian.dk,2016,1-10,IT & Software,B2B,-,"We help government and enterprise customers perform investigations and audits in unstructured data, like email, documents, photos, etc. We supply, implement and service large-scale investigations and analytical solutions from Nuix to Nordic customers. Nuix is a commercial software technology from Australia, also known for the technology behind the Panama Papers investigations  Location DenmarkWebsite avian.dkFounded 2016Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state -",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
minimass™,Denmark,minimass.net,2021,1-10,"Energy & Greentech, Manufacturing, Science & Engineering",B2B,Pre-seed,"minimass™ was founded in 2021 to solve one of the biggest environmental problems facing the world today –the carbon footprint of construction. By delivering a low-carbon alternative to traditional concrete beams and saving clients up to 70% in carbon AND up to 50% in material costs, we have a solution that is urgently needed and ready to implement at a global scale.  Location DenmarkWebsite minimass.netFounded 2021Employees 1-10Industries Energy & Greentech, Manufacturing, Science & EngineeringBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Dagens,Denmark,dagens.farm,2017,11-50,"IT & Software, SaaS","B2B, Marketplace",Seed,"Dagens is a tech company disrupting the current food system. Through the platform www.dagens.farm chefs and farmers can trade local food directly on their premisses. Produce is harvested on demand and nothing is stored. In addition, Dagens has developed tech that empowers farmers to take control of their own sale, administration and distribution. Dagens is operating in Oslo and Copenhagen.  Location DenmarkWebsite dagens.farmFounded 2017Employees 11-50Industries IT & Software, SaaSBusiness model B2B, MarketplaceFunding state Seed",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
TUNAP Danmark,Denmark,tunap.dk,1972,1-10,"Energy & Greentech, Manufacturing",B2B,Seed,"We are a green chemicals company.

We champion the preservation of our natural basis of existence and make our contribution towards protecting it by using our resources in an ecologically sensible way.

This not only means that we comply with existing laws for environmental protection and sustainability, but also that we attempt to avoid unnecessary use of renewable resources wherever this seems possible.

Apart from the environmental aspect, we also continue to develop successfully in the areas of economic and social sustainability.  Location DenmarkWebsite tunap.dkFounded 1972Employees 1-10Industries Energy & Greentech, ManufacturingBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Innolidix,Denmark,innolidix.com,2021,1-10,"IT & Software, SaaS, Science & Engineering, IoT",B2B,Pre-seed,"Innolidix unlocks a fully automated operation in various industries. With combination of cutting-egde technologies and artificial intelligence, we are developing real impact solutions that helps our customers be more sustainable, efficient and effective. 

You will be a part of an international and highly skilled team with various backgrounds. We work with passion and never forget to have fun along the way. We are looking forward to having you on the team!   Location DenmarkWebsite innolidix.comFounded 2021Employees 1-10Industries IT & Software, SaaS, Science & Engineering, IoTBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Bluewhale ApS,Denmark,bluewhale.dk,2006,1-10,"Education, Energy & Greentech, Fintech, Healthcare & Life Science, IT & Software, Service, Science & Engineering, Legal, Jobs & Recruitment","B2B, B2G",Bootstrapping,"Bluewhale ApS sends thousands of secure emails around the world every day. We are passionate about making a difference during a time when the stringency for data security is constantly increasing.

We have specialized in secure and encrypted email since 2007. We have in-depth understanding of the typical secure communication requirements of both small and large sized organisations, whether they are in the private or public domain. With this knowledge gained from working alongside our diverse set of customers, we have developed a versatile and robust piece of software from the ground up.

We continuously develop our solutions to the highest standards. Together with our customers we develop our software to meet their changing requirements and individual needs. Security is our main focus and our systems are easily integrated into established IT architectures while managing secure communication in a structural and seamless way.

Since the beginning our aim has been to design an easy to operate solution, that adheres to the highest encryption standards, while accomodating large file transfers, all via a secure point to point communication channel – ultimately demonstrating to your recipients that you take the security and privacy of their data seriously.

We are proud to fulfill our goal every day.   Location DenmarkWebsite bluewhale.dkFounded 2006Employees 1-10Industries Education, Energy & Greentech, Fintech, Healthcare & Life Science, IT & Software, Service, Science & Engineering, Legal, Jobs & RecruitmentBusiness model B2B, B2GFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Simple Very Simple,Denmark,simpleverysimple.com,2019,1-10,Consumer Goods,"B2C, B2B",Seed,"Linear production and consumption is wasteful and polluting but worse it drives creation of inferior modes of innovation and development: In Denmark 3.000 large household appliances are discarded every day.

Simple Very Simple makes consumption of large household appliances simpler and better. Based on  circular large household appliances Simple Very Simple offers climate- and nature positive products of higher quality and with new features.  Location DenmarkWebsite simpleverysimple.comFounded 2019Employees 1-10Industries Consumer GoodsBusiness model B2C, B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Attavik,Denmark,attavik.com,2017,1-10,"Consumer Goods, IT & Software, Telecommunications","B2C, B2B",Pre-seed,"The purpose of our company is to  enable connectivity at any place, at any moment.
The Attavik communication technology was developed to break down multidimensional digital inequality related to phone and internet connectivity problems. 

It can offer affordable digital communication in poor coverage areas and is independent to any external infrastructure since the technology uses unlicensed spectrum.   Location DenmarkWebsite attavik.comFounded 2017Employees 1-10Industries Consumer Goods, IT & Software, TelecommunicationsBusiness model B2C, B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DareDisrupt,Denmark,daredisrupt.com,2013,1-10,"Education, Energy & Greentech, IT & Software, Science & Engineering",B2B,Bootstrapping,"We are a Nordic company specialised in exponential technology and responsible disruption. For us, disruption is a strategy applied to create new solutions for new needs that shape new markets and transform value systems in society. We advocate technological intuition to impact directions of change. We design tools that enable creative and purposeful collaborations. We help organisations understand and utilise the potentials of exponential technologies and disruptive innovation.  Location DenmarkWebsite daredisrupt.comFounded 2013Employees 1-10Industries Education, Energy & Greentech, IT & Software, Science & EngineeringBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zenith,Denmark,zenith-mgmt.com,2018,1-10,"Consumer Goods, Healthcare & Life Science, IT & Software",-,-,"Zenith is a general trading organization that imports and exports a select range of products. Through partnerships with some of the best global producers, we offer services and goods of the highest value in terms of quality, price and sustainability. We are committed to the environment – in nature, cities, at home or work – and our selected products verify this. We strive to deliver the best quality products at competitive prices, which will in turn improve our surroundings.  Location DenmarkWebsite zenith-mgmt.comFounded 2018Employees 1-10Industries Consumer Goods, Healthcare & Life Science, IT & SoftwareBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZAFARI Label IVS.,Denmark,zafarilabel.com,2018,1-10,Retail,B2B,Seed,"ZAFARI has an patent granted -Security Seal. an adhesive security label/sticker .once you removed it, you can not reapply it. Danish patent no: DK179499.
Prevents losses for web-shops, Retail  worldwide.

ZAFARI Label can be applied as:
Price Labels, Garment security labels, etc.
Products that Zafari Label can be applied on: Apparel, shoes, watch, handbags, perfume, cosmetics, books, fine china, etc.
  Danish Tech Challenge 2018 alumi.

 
 

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 

  Location DenmarkWebsite zafarilabel.comFounded 2018Employees 1-10Industries RetailBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reolREOL,Denmark,reolreol.dk,2019,1-10,Manufacturing,B2C,IPO,"reolREOL laver unikke reoler, der passer perfekt til alle vægge. reolREOL er simpelt,  smukt og altid unikt. 
Vores koncept er baseret på automatisering og digital produktion. Vi har minimalt spild, miljøvenlige materialer og lokalt produktion. 

Vi tror på at der i Danmark, også i fremtiden skal være møbelproduktion, at vi skaber de smukeste og bedste møbler, hvis der er en sammenhæng imellem produktion og design. Kombineret med et stærkt digitalt fundament tror vi at reolREOL er fremtidens møbelkoncept. 

Vi ligger i kbh sv. Både design og produktion.   Location DenmarkWebsite reolreol.dkFounded 2019Employees 1-10Industries ManufacturingBusiness model B2CFunding state IPO",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Coh&Co Copenhagen,Denmark,cohandco.com,2015,1-10,"Consumer Goods, IT & Software, Maritime & Transport, Manufacturing, Retail, Science & Engineering",B2C,Series A,"Coh&Co Copenhagen makes bicycles for everyday life. We’re a small team with great ambitions, always on the lookout for new talent capable of helping our business grow. So, keep an eye out for updates on this page if you’re a developer or possess a particularly creative mind.

The modern urbanite deserves a smooth and seamless riding experience that never compromises on function or aesthetics. That is what we provide. Our bikes are born from a mindset of sustainability, design, and simplicity to fulfil exactly this need.

We created StoneWeave, our groundbreaking, recyclable frame technology, based on a composition of carbon and basalt. The unique blend of carbon and stone fibres makes for easily recyclable and highly durable bikes.

This is also why we offer a buyback guarantee through our Recapture program, where we buy bikes back after 10 years of use. Customers, who purchased one of our bikes, have the option to digitally register it via a QR code. Because we believe that the decision to invest in a bike should be valued and met with a product that will last for many years. 

Recapture is just one example of the digital challenges our company face. There’s plenty more, which is why we need people with all sorts of technical skills.

We’re based on Amager, that’s where our office and showroom are located, however, all our bikes are produced on our bike farm in Kelstrup. We like to think that we bring the natural environment of Kelstrup to Copenhagen through our principles of design and sustainability.

We call it bicycles for life.
  Location DenmarkWebsite cohandco.comFounded 2015Employees 1-10Industries Consumer Goods, IT & Software, Maritime & Transport, Manufacturing, Retail, Science & EngineeringBusiness model B2CFunding state Series A",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Flowbuilders,Denmark,flowbuilders.dk,2018,1-10,"IT & Software, SaaS",B2B,Bootstrapping,"Flowbuilders make Enterprise service management easy.

With our many years of experience with Service Management, Flowbuilders has chosen to become a 4me® partner, and has therefore created Denmark's only dedicated 4me® Service Management Partner.

4me® takes Service Management to a whole new dimension, e.g. with full access to all the company's processes and seamless integration via “trust”. With 4me®, we also expand our process methods around the establishment of customers' necessary overview of business services and underlying critical infrastructure, typically divided into hardware, software and cloud assets.
Within Asset Management, we work with the whole Asset Lifecycle. Especially the final part, where assets are to be disposed. We work with refurbishment, recycle and re-sell. And with our partnerships, companies can make a good economical business case, as well as get CO2 quotas in return to their company - doing something good for the environment. 

Flowbuilders works with Enterprise Service Management, and the establishment of efficient and automated processes within IT Asset Management, which ensures the business' needs for IT Asset Compliance.  Location DenmarkWebsite flowbuilders.dkFounded 2018Employees 1-10Industries IT & Software, SaaSBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Flows,Denmark,flows.nu,2022,1-10,IT & Software,B2B,Pre-seed,"Flows’ no-code platform transforms any manual process into a digital workflow, so you can cut costs and save time. 

With Flows you just drag and drop. It’s a simple no-code way to digitalise documentation - it’s customised to your brand and personalised to your business.

Start from scratch or digitalise existing documents. Use smart tools like conditions to make sure each form is filled out according to your reporting needs.


  Location DenmarkWebsite flows.nuFounded 2022Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
UpOn Magazine - powered by WiredMind,Denmark,wiredmind.dk,2019,1-10,Media & Entertainment,B2B,Bootstrapping,"UpOn Magazine is designed with the curious, the innovators and the business-makers in mind.

Our goal is to collect knowledge and insights from all Danish universities, industry and research institutions to create a novel entry-point for anyone who wishes to get a closer look at current findings, which profiles to keep an eye on and - once in a while - to take a deep-dive into past Danish innovators to understand how they helped shape Danish society through novel technology and cultural impact.

We adore science, technology engineering and mathematics (STEM), but we insist on sharing research from all arenas, including philosophy, the humanities and arts.

At UpOn Magazine, we believe that collaboration is key to solving our World’s most vexing problems, and that the best teams are diverse. So instead of doing business as usual, Upon Magazine urge our readers to take a closer look. Perhaps your next business adventure lies within the stories we share. Business professionals and researchers alike.  Location DenmarkWebsite wiredmind.dkFounded 2019Employees 1-10Industries Media & EntertainmentBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Beyond Coffee,Denmark,beyondcoffee.dk,2015,1-10,Agriculture,B2B,Seed,"Beyond Coffee producerer økologiske svampe på organisk materiale, som er blevet til overs i andre virksomheder. Eksempelvis østershatte i økologisk kaffegrums og pindsvinepigsvamp i flis fra et savværk. Vi bygger og faciliterer også MiniFarm som vi leaser til store virksomheder og kantiner, sådan at medarbejdere og kantiner kan høste deres egne svampe.  Location DenmarkWebsite beyondcoffee.dkFounded 2015Employees 1-10Industries AgricultureBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
XLOCK Scandinavia,Denmark,xlockgroup.com,2021,1-10,IT & Software,B2B,Series A,"Have you ever forgotten or lost your keys so you couldn’t access your locker, office or home?
Well, at XLOCK we are on a mission to eliminate this problem and make it much more simple and smart. By digitalizing all key management and creating digital keys on your smartphone, we are simply revolutionizing the way of accessing lockers, drawers, delivery boxes, bikes, doors and more.

XLOCK sees itself as an innovation driver and manufacturer of high-quality digital smart locks. With over 20 years of experience in the provision of innovative locking solutions and numerous, successfully completed projects all over the world, XLOCK is setting new standards.  Location DenmarkWebsite xlockgroup.comFounded 2021Employees 1-10Industries IT & SoftwareBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Neurion,Denmark,neurion.co,2019,1-10,"IT & Software, SaaS","B2C, B2B",Pre-seed,"A limitless space for your creative thinking.

Neurion is a supercharged knowledge tool where you can collect, connect, explore, and expand your thoughts and ideas.

It is built on top of a new programming language enabling you to bring your ideas to life and reach new insights – all without writing any code.

Neurion is not an all-in-one tool but more like an all-you'll-need tool.  Location DenmarkWebsite neurion.coFounded 2019Employees 1-10Industries IT & Software, SaaSBusiness model B2C, B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fluidan ApS,Denmark,fluidan.com,2014,1-10,Manufacturing,B2B,Seed,"New measurement technology is revolutionizing the manufacture of ""thick liquids"" - significant process optimization.
Paints, detergents, lotions - ""thick liquids"" must be thick in the right way to perform right and to meet consumer expectations. Quality control of these liquids is done with manual lab instruments after the production. This leads to rework, waste and delays.
Fluidan's technology, the, RheoStream instrument, measures if the liquid is ""thick in the right way""  IN THE PROCESS, making automatic process control possible. This saves time and resources and makes the supply chain predictable.  Location DenmarkWebsite fluidan.comFounded 2014Employees 1-10Industries ManufacturingBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mosspiration Biotech,Denmark,mosspirationbiotech.com,2016,1-10,"Consumer Goods, Energy & Greentech, IT & Software",-,-,"We use moss as a green cell factory to produce small natural products. Physcomitrella patens (spreading earthmoss) is the perfect plant for this. Using Physcomitrella we produce fine chemicals that are normally obtained from rare, endangered or non-agricultural plants.Our products include living fragrant plants, and fragrance compounds sold as extracts.  Location DenmarkWebsite mosspirationbiotech.comFounded 2016Employees 1-10Industries Consumer Goods, Energy & Greentech, IT & SoftwareBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SpaceInvader,Danmark,spaceinvader.com,2015,1-10,"Energy & Greentech, Maritime & Transport",-,-,"We produce the SpaceInvader – a pallet rack that lets companies easily double stack shipping pallets and thereby carry more cargo with every transport. Capable of optimizing a company’s supply chain down to every single pallet, SpaceInvader will let companies make full use of the vast amounts of cargo space currently wasted every day. With our patented design, it is our mission to 'invade' that space as much as possible, cut transport costs, and effect a more sustainable transport industry.  Location DanmarkWebsite spaceinvader.comFounded 2015Employees 1-10Industries Energy & Greentech, Maritime & TransportBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Boatflex,Danmark,boatflex.com,2015,1-10,"IT & Software, Service",-,-,"Boatflex is a rapidly growing and well-funded p2p platform for boat rentals that seeks to inspire people to experience the sea in new ways. Our global expansion is driven forwards by a highly energetic and skilful team operating from an amazing office environment in Copenhagen. We constantly challenge old conventions but also ourselves and how we approach the unexplored market of peer-to-peer boat renting.  Location DanmarkWebsite boatflex.comFounded 2015Employees 1-10Industries IT & Software, ServiceBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
EuroSpaceport,Denmark,spaceport.eu,2020,1-10,"Maritime & Transport, Travel & Tourism",B2B,Bootstrapping,"It is a very bureaucratic and difficult process to launch a rocket to space from currently established spaceports. With today's advances in rocket technology, the demand for accessible launch sites increases as the demand for satellites in orbit does as well. EuroSpaceport wants to offer an off-shore solution based on retired wind turbine equipment  to provide Launch Service Providers (i.e. the companies with rockets) with an accessible and cheap launch range. 

Currently, we are looking to the North Sea as it has a geographically favorable position when it comes to launching Earth observation satellites and communication satellites. We are engaged with relevant off-shore partners in Esbjerg, and we already have the first demonstration launches planned for 2022. Europe is currently seeing a modern space race in order to retain space launch capabilities, which the American market has been winning over the past 15 years. We are on track to become a cornerstone in the launch infrastructure of Europe. We will be using Esbjerg as our operative hub, but we work out of Copenhagen.  Location DenmarkWebsite spaceport.euFounded 2020Employees 1-10Industries Maritime & Transport, Travel & TourismBusiness model B2BFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
