id,studyid,study_author,study_year,domain,substudy_author,substudy_year,outcome,treatment,n,d,r,source,n_win,study_name
5509,32,Godefroidt,2022,Terorism,"Fischer, Oswald & Seiler",2013,Interrogation severity ration,Terrorism,220,NA,0.202622,Replication material,220,Godefroidt (2022)
5510,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,329,NA,0.13235,Replication material,329,Godefroidt (2022)
5511,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,336,NA,0.127356,Replication material,336,Godefroidt (2022)
5512,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,319,NA,0.091866,Replication material,319,Godefroidt (2022)
5513,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,326,NA,0.087967,Replication material,326,Godefroidt (2022)
5514,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,356,NA,0.092583,Replication material,356,Godefroidt (2022)
5515,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,345,NA,0.033833,Replication material,345,Godefroidt (2022)
5516,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,343,NA,0.078593,Replication material,343,Godefroidt (2022)
5517,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,332,NA,0.01859,Replication material,332,Godefroidt (2022)
5518,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,351,NA,0.098007,Replication material,351,Godefroidt (2022)
5519,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,342,NA,0.086041,Replication material,342,Godefroidt (2022)
5520,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,337,NA,0.156464,Replication material,337,Godefroidt (2022)
5521,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,351,NA,0.054267,Replication material,351,Godefroidt (2022)
5522,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,351,NA,0.07169,Replication material,351,Godefroidt (2022)
5523,32,Godefroidt,2022,Terorism,"Fisk, Merolla, & Ramos",2019,Support for drone strikes,Terrorism,351,NA,0.003086,Replication material,351,Godefroidt (2022)
5524,32,Godefroidt,2022,Terorism,"Frink, Rose, & Canty",2004,Conservation,Terrorism,357,NA,0.014722,Replication material,357,Godefroidt (2022)
5525,32,Godefroidt,2022,Terorism,"Frink, Rose, & Canty",2004,Openess to change,Terrorism,357,NA,0.01374,Replication material,357,Godefroidt (2022)
5526,32,Godefroidt,2022,Terorism,"Frink, Rose, & Canty",2004,Conservation,Terrorism,351,NA,0.009675,Replication material,351,Godefroidt (2022)
5527,32,Godefroidt,2022,Terorism,"Frink, Rose, & Canty",2004,Openess to change,Terrorism,351,NA,0.018241,Replication material,351,Godefroidt (2022)
5528,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Realistic threat of Muslims,Terrorism,703,NA,0.082,Replication material,703,Godefroidt (2022)
5529,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Symbolic threat of Muslims,Terrorism,703,NA,0.037,Replication material,703,Godefroidt (2022)
5530,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Realistic threat of Muslims,Terrorism,703,NA,0.058,Replication material,703,Godefroidt (2022)
5531,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Symbolic threat of Muslims,Terrorism,703,NA,0.117,Replication material,703,Godefroidt (2022)
5532,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Realistic threat of Muslims,Terrorism,703,NA,0.132,Replication material,703,Godefroidt (2022)
5533,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Symbolic threat of Muslims,Terrorism,703,NA,0.134,Replication material,703,Godefroidt (2022)
5534,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Realistic threat of Muslims,Terrorism,703,NA,0.197,Replication material,703,Godefroidt (2022)
5535,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Symbolic threat of Muslims,Terrorism,703,NA,0.17,Replication material,703,Godefroidt (2022)
5536,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Realistic threat of Muslims,Terrorism,703,NA,0.184,Replication material,703,Godefroidt (2022)
5537,32,Godefroidt,2022,Terorism,Frissen et al.,2018,Symbolic threat of Muslims,Terrorism,703,NA,0.044,Replication material,703,Godefroidt (2022)
5538,32,Godefroidt,2022,Terorism,Gadarian,2010,Militarism,Terrorism,814,NA,0.061785,Replication material,814,Godefroidt (2022)
5539,32,Godefroidt,2022,Terorism,Gadarian,2010,Militarism,Terrorism,801,NA,0.02408,Replication material,801,Godefroidt (2022)
5540,32,Godefroidt,2022,Terorism,Gadarian,2010,Sudan,Terrorism,361,NA,0.022503,Replication material,361,Godefroidt (2022)
5541,32,Godefroidt,2022,Terorism,Gadarian,2010,Sudan,Terrorism,370,NA,0.031057,Replication material,370,Godefroidt (2022)
5542,32,Godefroidt,2022,Terorism,Gadarian,2010,Iraq,Terrorism,816,NA,0.011914,Replication material,816,Godefroidt (2022)
5543,32,Godefroidt,2022,Terorism,Gadarian,2010,Iraq,Terrorism,802,NA,0.014766,Replication material,802,Godefroidt (2022)
5544,32,Godefroidt,2022,Terorism,Gadarian,2010,Government approval,Terrorism,814,NA,0.014361,Replication material,814,Godefroidt (2022)
5545,32,Godefroidt,2022,Terorism,Gadarian,2010,Government approval,Terrorism,800,NA,0.01214,Replication material,800,Godefroidt (2022)
5546,32,Godefroidt,2022,Terorism,Gadarian,2010,Sacrifice civil liberties,Terrorism,818,NA,0.014291,Replication material,818,Godefroidt (2022)
5547,32,Godefroidt,2022,Terorism,Gadarian,2010,Sacrifice civil liberties,Terrorism,804,NA,0.002441,Replication material,804,Godefroidt (2022)
5548,32,Godefroidt,2022,Terorism,Garzon,2016,Negative attitudes toward Islam,Terrorism,1200,NA,0.11,Replication material,1200,Godefroidt (2022)
5549,32,Godefroidt,2022,Terorism,Garzon,2016,Negative attitudes toward Muslim-Americans,Terrorism,1200,NA,0.08,Replication material,1200,Godefroidt (2022)
5550,32,Godefroidt,2022,Terorism,Garzon,2016,Civil liberties for Muslims,Terrorism,1200,NA,0.08,Replication material,1200,Godefroidt (2022)
5551,32,Godefroidt,2022,Terorism,Garzon,2016,Military actions (target at Islam),Terrorism,1200,NA,0.09,Replication material,1200,Godefroidt (2022)
5552,32,Godefroidt,2022,Terorism,Garzon,2016,Criminal sanctions,Terrorism,1200,NA,0.08,Replication material,1200,Godefroidt (2022)
5553,32,Godefroidt,2022,Terorism,Gilboa,1990,Approval of president Reagan,Terrorism,1016,NA,0.057160999999999997,Replication material,1016,Godefroidt (2022)
5554,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Aggress/retaliate terrorists,Terrorism,60,NA,0.315789,Replication material,60,Godefroidt (2022)
5555,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Aggress/retaliate terrorists,Terrorism,704,NA,0.123586,Replication material,704,Godefroidt (2022)
5556,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Aggress/retaliate terrorists,Terrorism,704,NA,0.123586,Replication material,704,Godefroidt (2022)
5557,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Avoidance,Terrorism,704,NA,0.123586,Replication material,704,Godefroidt (2022)
5558,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Avoidance,Terrorism,704,NA,0.123586,Replication material,704,Godefroidt (2022)
5559,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Negotation,Terrorism,704,NA,0.103321,Replication material,704,Godefroidt (2022)
5560,32,Godefroidt,2022,Terorism,Giner-Sorolla & Maitner,2013,Negotation,Terrorism,704,NA,0.123586,Replication material,704,Godefroidt (2022)
5561,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,1973,NA,0.103,Replication material,1973,Godefroidt (2022)
5562,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,1970,NA,0.047,Replication material,1970,Godefroidt (2022)
5563,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,1953,NA,0.021,Replication material,1953,Godefroidt (2022)
5564,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,1954,NA,0.042,Replication material,1954,Godefroidt (2022)
5565,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Muslims,Terrorism,1899,NA,0.06,Replication material,1899,Godefroidt (2022)
5566,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Muslims,Terrorism,1896,NA,0.036,Replication material,1896,Godefroidt (2022)
5567,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Muslims,Terrorism,1882,NA,0.016,Replication material,1882,Godefroidt (2022)
5568,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Muslims,Terrorism,1883,NA,0.011,Replication material,1883,Godefroidt (2022)
5569,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1948,NA,0.109,Replication material,1948,Godefroidt (2022)
5570,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1945,NA,0.102,Replication material,1945,Godefroidt (2022)
5571,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1930,NA,0.05,Replication material,1930,Godefroidt (2022)
5572,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,123,NA,0.135,Replication material,123,Godefroidt (2022)
5573,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1973,NA,0.065,Replication material,1973,Godefroidt (2022)
5574,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1970,NA,0.119,Replication material,1970,Godefroidt (2022)
5575,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1954,NA,0.119,Replication material,1954,Godefroidt (2022)
5576,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Muslims,Terrorism,1955,NA,0.125,Replication material,1955,Godefroidt (2022)
5577,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,503,NA,0.118,Replication material,503,Godefroidt (2022)
5578,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,502,NA,0.171,Replication material,502,Godefroidt (2022)
5579,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,502,NA,0.154,Replication material,502,Godefroidt (2022)
5580,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Nationalism,Terrorism,502,NA,0.134,Replication material,502,Godefroidt (2022)
5581,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Christians,Terrorism,489,NA,0.002,Replication material,489,Godefroidt (2022)
5582,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Christians,Terrorism,488,NA,0.077,Replication material,488,Godefroidt (2022)
5583,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Christians,Terrorism,488,NA,0.121,Replication material,488,Godefroidt (2022)
5584,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Stereotypes towards Christians,Terrorism,488,NA,0.095,Replication material,488,Godefroidt (2022)
5585,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,496,NA,0.1,Replication material,496,Godefroidt (2022)
5586,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,496,NA,0.013,Replication material,496,Godefroidt (2022)
5587,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,495,NA,0.117,Replication material,495,Godefroidt (2022)
5588,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,495,NA,0.087,Replication material,495,Godefroidt (2022)
5589,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,502,NA,0.056,Replication material,502,Godefroidt (2022)
5590,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,501,NA,0.033,Replication material,501,Godefroidt (2022)
5591,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,501,NA,0.01,Replication material,501,Godefroidt (2022)
5592,32,Godefroidt,2022,Terorism,Godefroidt & Langer,2017,Feelings when interacting with Christians,Terrorism,501,NA,0.015,Replication material,501,Godefroidt (2022)
5593,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for immigration policies,Terrorism,405,NA,7.94e-4,Replication material,405,Godefroidt (2022)
5594,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for immigration policies,Terrorism,403,NA,0.092787,Replication material,403,Godefroidt (2022)
5595,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for immigration policies,Terrorism,406,NA,0.070505,Replication material,406,Godefroidt (2022)
5596,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for domestic counterterrorism,Terrorism,405,NA,0.088524,Replication material,405,Godefroidt (2022)
5597,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for domestic counterterrorism,Terrorism,403,NA,0.017461,Replication material,403,Godefroidt (2022)
5598,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for domestic counterterrorism,Terrorism,406,NA,0.022972,Replication material,406,Godefroidt (2022)
5599,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for foreign counterterrorism,Terrorism,405,NA,0.013903,Replication material,405,Godefroidt (2022)
5600,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for foreign counterterrorism,Terrorism,405,NA,0.053718,Replication material,405,Godefroidt (2022)
5601,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for foreign counterterrorism,Terrorism,405,NA,0.04533,Replication material,405,Godefroidt (2022)
5602,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for lib. environmental policies,Terrorism,405,NA,0.012637,Replication material,405,Godefroidt (2022)
5603,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for lib. environmental policies,Terrorism,403,NA,0.025025,Replication material,403,Godefroidt (2022)
5604,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Support for lib. environmental policies,Terrorism,406,NA,0.03556,Replication material,406,Godefroidt (2022)
5605,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,National trust,Terrorism,405,NA,0.019767,Replication material,405,Godefroidt (2022)
5606,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,National trust,Terrorism,402,NA,0.058789,Replication material,402,Godefroidt (2022)
5607,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,National trust,Terrorism,406,NA,0.04054,Replication material,406,Godefroidt (2022)
5608,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,International trust,Terrorism,405,NA,0.061601,Replication material,405,Godefroidt (2022)
5609,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,International trust,Terrorism,403,NA,0.006097,Replication material,403,Godefroidt (2022)
5610,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,International trust,Terrorism,406,NA,0.004201,Replication material,406,Godefroidt (2022)
5611,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Feeling thermometer: Muslims,Terrorism,402,NA,0.055806,Replication material,402,Godefroidt (2022)
5612,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Feeling thermometer: Muslims,Terrorism,401,NA,0.088119,Replication material,401,Godefroidt (2022)
5613,32,Godefroidt,2022,Terorism,Godefroidt & Van Assche,2019,Feeling thermometer: Muslims,Terrorism,405,NA,0.054529,Replication material,405,Godefroidt (2022)
5614,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,2312,NA,0.044883,Replication material,2312,Godefroidt (2022)
5615,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,2309,NA,0.134857,Replication material,2309,Godefroidt (2022)
5616,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,2311,NA,0.062,Replication material,2311,Godefroidt (2022)
5617,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,2309,NA,0.027,Replication material,2309,Godefroidt (2022)
5618,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,2301,NA,0,Replication material,2301,Godefroidt (2022)
5619,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,2298,NA,0.122,Replication material,2298,Godefroidt (2022)
5620,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,2300,NA,0.037,Replication material,2300,Godefroidt (2022)
5621,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,2298,NA,0.012,Replication material,2298,Godefroidt (2022)
5622,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,2338,NA,0.054,Replication material,2338,Godefroidt (2022)
5623,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,2335,NA,0.162,Replication material,2335,Godefroidt (2022)
5624,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,2337,NA,0.057,Replication material,2337,Godefroidt (2022)
5625,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,2335,NA,0.076,Replication material,2335,Godefroidt (2022)
5626,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Outgroup collaboration in school,Terrorism,2338,NA,0.118,Replication material,2338,Godefroidt (2022)
5627,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Outgroup collaboration in school,Terrorism,2335,NA,0.214,Replication material,2335,Godefroidt (2022)
5628,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Outgroup collaboration in school,Terrorism,2337,NA,0.023,Replication material,2337,Godefroidt (2022)
5629,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Outgroup collaboration in school,Terrorism,2335,NA,0.118,Replication material,2335,Godefroidt (2022)
5630,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,2330,NA,0.152,Replication material,2330,Godefroidt (2022)
5631,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,2327,NA,0.2,Replication material,2327,Godefroidt (2022)
5632,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,2329,NA,0.123,Replication material,2329,Godefroidt (2022)
5633,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,2327,NA,0.2,Replication material,2327,Godefroidt (2022)
5634,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,1664,NA,0.032,Replication material,1664,Godefroidt (2022)
5635,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,1661,NA,0.105,Replication material,1661,Godefroidt (2022)
5636,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,1662,NA,0.118,Replication material,1662,Godefroidt (2022)
5637,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,1661,NA,0.047,Replication material,1661,Godefroidt (2022)
5638,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,850,NA,0.273089,Replication material,850,Godefroidt (2022)
5639,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,850,NA,0.033368,Replication material,850,Godefroidt (2022)
5640,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,850,NA,0.225837,Replication material,850,Godefroidt (2022)
5641,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Muslims,Terrorism,850,NA,0.12837200000000001,Replication material,850,Godefroidt (2022)
5642,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,849,NA,0.263705,Replication material,849,Godefroidt (2022)
5643,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,849,NA,0.004529,Replication material,849,Godefroidt (2022)
5644,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,849,NA,0.228492,Replication material,849,Godefroidt (2022)
5645,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Feeling thermometer: Refugees,Terrorism,849,NA,0.145896,Replication material,849,Godefroidt (2022)
5646,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,864,NA,0.282966,Replication material,864,Godefroidt (2022)
5647,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,861,NA,0.061498,Replication material,861,Godefroidt (2022)
5648,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,861,NA,0.229941,Replication material,861,Godefroidt (2022)
5649,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Prejudice towards immigrants,Terrorism,861,NA,0.155593,Replication material,861,Godefroidt (2022)
5650,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,867,NA,0.087318,Replication material,867,Godefroidt (2022)
5651,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,863,NA,0.03585,Replication material,863,Godefroidt (2022)
5652,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,863,NA,0.103546,Replication material,863,Godefroidt (2022)
5653,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political trust,Terrorism,863,NA,8.21e-4,Replication material,863,Godefroidt (2022)
5654,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,788,NA,0.279094,Replication material,788,Godefroidt (2022)
5655,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,787,NA,0.018899,Replication material,787,Godefroidt (2022)
5656,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,787,NA,0.270816,Replication material,787,Godefroidt (2022)
5657,32,Godefroidt,2022,Terorism,"Godefroidt, Schroyens, & Langer",2018,Political orientation,Terrorism,787,NA,0.233206,Replication material,787,Godefroidt (2022)
5658,32,Godefroidt,2022,Terorism,"De Zavala, Cislak, & Wesolowska",2010,Anti-Arab and -Muslim hostility,Terrorism,187,NA,0.3,Replication material,187,Godefroidt (2022)
5659,32,Godefroidt,2022,Terorism,"De Zavala, Cislak, & Wesolowska",2010,Ideology (conservatism),Terrorism,187,NA,0.21,Replication material,187,Godefroidt (2022)
5660,32,Godefroidt,2022,Terorism,Goodwin et al.,2017,Social distance,Terrorism,3666,NA,0.148,Replication material,3666,Godefroidt (2022)
5661,32,Godefroidt,2022,Terorism,Goodwin et al.,2017,Social distance,Terrorism,3666,NA,0.1382,Replication material,3666,Godefroidt (2022)
5662,32,Godefroidt,2022,Terorism,Goodwin et al.,2017,Racism towards Muslim,Terrorism,3666,NA,0.1284,Replication material,3666,Godefroidt (2022)
5663,32,Godefroidt,2022,Terorism,Goodwin et al.,2017,Racism towards Muslim,Terrorism,3666,NA,0.1284,Replication material,3666,Godefroidt (2022)
5664,32,Godefroidt,2022,Terorism,Goren & Neter,2016,Stereotypical thinking,Terrorism,263,NA,0.26,Replication material,263,Godefroidt (2022)
5665,32,Godefroidt,2022,Terorism,Goren & Neter,2016,Stereotypical thinking,Terrorism,263,NA,0.460151,Replication material,263,Godefroidt (2022)
5666,32,Godefroidt,2022,Terorism,Goren & Neter,2016,Political orientation,Terrorism,263,NA,0.352343,Replication material,263,Godefroidt (2022)
5667,32,Godefroidt,2022,Terorism,Greenaway et al.,2014,Immigration policy attitudes,Terrorism,87,NA,0.0794,Replication material,87,Godefroidt (2022)
5668,32,Godefroidt,2022,Terorism,Greenaway et al.,2014,Prejudice against immigrants,Terrorism,2394,NA,0.148,Replication material,2394,Godefroidt (2022)
5669,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Authority intuition,Terrorism,315,NA,0.036551,Replication material,315,Godefroidt (2022)
5670,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Support for military actions,Terrorism,315,NA,0.079327,Replication material,315,Godefroidt (2022)
5671,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Support for humanitarian effort in Iraq,Terrorism,315,NA,0.014008,Replication material,315,Godefroidt (2022)
5672,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Authority intuition,Terrorism,262,NA,0.027445,Replication material,262,Godefroidt (2022)
5673,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Support for military actions,Terrorism,262,NA,0.081373,Replication material,262,Godefroidt (2022)
5674,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Support for humanitarian effort in Iraq,Terrorism,262,NA,0.046857,Replication material,262,Godefroidt (2022)
5675,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Attitudes towards Arab Muslims: IAT,Terrorism,262,NA,0.01426,Replication material,262,Godefroidt (2022)
5676,32,Godefroidt,2022,Terorism,Grizzard et al.,2017,Attitudes towards Arab Muslims: Explicit,Terrorism,262,NA,0.103524,Replication material,262,Godefroidt (2022)
5677,32,Godefroidt,2022,Terorism,"Gross, Canetti, & Vashdi",2017,Support for increased regulation of business to maintain cybersecurity,Terrorism,680,NA,0,Replication material,680,Godefroidt (2022)
5678,32,Godefroidt,2022,Terorism,"Gross, Canetti, & Vashdi",2017,Support for increased regulation of business to maintain cybersecurity,Terrorism,692,NA,0.047275,Replication material,692,Godefroidt (2022)
5679,32,Godefroidt,2022,Terorism,"Gross, Canetti, & Vashdi",2017,Willingness to give up privacy for security,Terrorism,680,NA,0.003981,Replication material,680,Godefroidt (2022)
5680,32,Godefroidt,2022,Terorism,"Gross, Canetti, & Vashdi",2017,Willingness to give up privacy for security,Terrorism,691,NA,0.130367,Replication material,691,Godefroidt (2022)
